numero_expediente,fecha_presentacion,sesion,tipo,titulo_oficial,titulo_publico_propuesto,resumen_propuesto,comision_principal,comisiones_secundarias,area_tematica,autoria,responsable,estado_preparacion,estado_tramite,existe_en_panel,id_actual,id_destino,tiene_docx,tiene_expediente_pdf,url_fuente_oficial,url_pdf_oficial,nombre_pdf,accion_requerida,observaciones,estado_de_verificacion
20157,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo, a través de la Dirección Provincial de Vialidad, a ejecutar las obras de mantenimiento y reparación de la RP Nº 33, en su trayecto entre Mocoretá y Monte Caseros.",Mantenimiento de la Ruta Provincial 33 entre Mocoretá y Monte Caseros,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con mantenimiento de la Ruta Provincial 33 entre Mocoretá y Monte Caseros. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20157,False,False,https://hcdcorrientes.gov.ar/expedientes/20157/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20157.pdf,EXPTE-20157-RESOLUCION-insta-al-poder-ejecutivo-a-traves-de-la-direccion-provincial-de-vialid.pdf,crear,,verificado_fuente_y_pdf_oficial
19720,2026-03-18,2ª Reunión | 2ª Sesión Ordinaria,Declaración,De interés el informe elaborado por la Fundación Derechos Humanos Equidad y Género (FUNDHEG) sobre el monitoreo de la implementación de la ley nacional 25673 -Programa Nacional de Salud Sexual y Procreación Responsable- y la ley nacional 27610 -Acceso a la Interrupción Voluntaria del Embarazo- en la Provincia de Corrientes.,Monitoreo de políticas de salud sexual y reproductiva,"Declara de interés legislativo monitoreo de políticas de salud sexual y reproductiva. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Salud,coautoria,Gonzalo,Presentado,Aprobado,True,P-0026,EXP-19720,False,True,https://hcdcorrientes.gov.ar/expedientes/19720/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/03/Expte-19720.pdf,EXPTE-19720-DECLARACION-de-interes-el-informe-elaborado-por-la-fundacion-derechos-humanos-equi.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19729,2026-03-18,2ª Reunión | 2ª Sesión Ordinaria,Declaración,De interés el 65º aniversario de la Escuela Normal “Paula Albarracín de Sarmiento” de Gdor. Ingeniero Valentín Virasoro.,65º aniversario de la Escuela Normal de Gobernador Virasoro,"Declara de interés legislativo 65º aniversario de la Escuela Normal de Gobernador Virasoro. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,True,P-0025,EXP-19729,False,True,https://hcdcorrientes.gov.ar/expedientes/19729/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/03/Expte-19729.pdf,EXPTE-19729-DECLARACION-de-interes-el-65-aniversario-de-la-escuela-normal-paula-albarracin-de.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19756,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés el 111º aniversario de la fundación del Club Sportivo.,111º aniversario del Club Sportivo,"Declara de interés legislativo 111º aniversario del Club Sportivo. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19756,False,False,https://hcdcorrientes.gov.ar/expedientes/19756/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19756.pdf,EXPTE-19756-DECLARACION-de-interes-el-111-aniversario-de-la-fundacion-del-club-sportivo.pdf,crear,,verificado_fuente_y_pdf_oficial
19759,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés el libro “Salvador y el perrito de agua” del autor Marcelo E. González Vilas.,"Libro Salvador y el perrito de agua, de Marcelo González Vilas","Declara de interés legislativo libro Salvador y el perrito de agua, de Marcelo González Vilas. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19759,False,False,https://hcdcorrientes.gov.ar/expedientes/19759/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19759.pdf,EXPTE-19759-DECLARACION-de-interes-el-libro-salvador-y-el-perrito-de-agua-del-autor-marcelo-e.pdf,crear,,verificado_fuente_y_pdf_oficial
19760,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,"De interés el libro “Covid-19, aprendamos a convivir con él” de la autora Marta Domínguez.","Libro Covid-19, aprendamos a convivir con él, de Marta Domínguez","Declara de interés legislativo libro Covid-19, aprendamos a convivir con él, de Marta Domínguez. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19760,False,False,https://hcdcorrientes.gov.ar/expedientes/19760/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19760.pdf,EXPTE-19760-DECLARACION-de-interes-el-libro-covid-19-aprendamos-a-convivir-con-el-de-la-autora.pdf,crear,,verificado_fuente_y_pdf_oficial
19770,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés el aniversario de la fundación del Club Atlético Peñarol.,Aniversario del Club Atlético Peñarol,"Declara de interés legislativo aniversario del Club Atlético Peñarol. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19770,False,False,https://hcdcorrientes.gov.ar/expedientes/19770/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19770.pdf,EXPTE-19770-DECLARACION-de-interes-el-aniversario-de-la-fundacion-del-club-atletico-penarol.pdf,crear,,verificado_fuente_y_pdf_oficial
19771,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés las actividades por el Día Mundial del Parkinson.,Día Mundial del Parkinson,"Declara de interés legislativo día Mundial del Parkinson. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Salud,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19771,False,False,https://hcdcorrientes.gov.ar/expedientes/19771/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19771.pdf,EXPTE-19771-DECLARACION-de-interes-las-actividades-por-el-dia-mundial-del-parkinson.pdf,crear,,verificado_fuente_y_pdf_oficial
19772,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés las actividades por el Día del Kinesiólogo.,Día del Kinesiólogo,"Declara de interés legislativo día del Kinesiólogo. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19772,False,False,https://hcdcorrientes.gov.ar/expedientes/19772/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19772.pdf,EXPTE-19772-DECLARACION-de-interes-las-actividades-por-el-dia-del-kinesiologo.pdf,crear,,verificado_fuente_y_pdf_oficial
19773,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés las actividades por el Día Mundial de la Enfermedad de Chagas.,Día Mundial de la Enfermedad de Chagas,"Declara de interés legislativo día Mundial de la Enfermedad de Chagas. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Salud,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19773,False,False,https://hcdcorrientes.gov.ar/expedientes/19773/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19773.pdf,EXPTE-19773-DECLARACION-de-interes-las-actividades-por-el-dia-mundial-de-la-enfermedad-de-chag.pdf,crear,,verificado_fuente_y_pdf_oficial
19774,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés el 113º aniversario de la Escuela Nº 3 “Del Centenario”.,113º aniversario de la Escuela Nº 3 Del Centenario,"Declara de interés legislativo 113º aniversario de la Escuela Nº 3 Del Centenario. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19774,False,False,https://hcdcorrientes.gov.ar/expedientes/19774/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19774.pdf,EXPTE-19774-DECLARACION-de-interes-el-113-aniversario-de-la-escuela-n-3-del-centenario.pdf,crear,,verificado_fuente_y_pdf_oficial
19775,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés las actividades por el Día Mundial del Emprendimiento.,Día Mundial del Emprendimiento,"Declara de interés legislativo día Mundial del Emprendimiento. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Producción,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19775,False,False,https://hcdcorrientes.gov.ar/expedientes/19775/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19775.pdf,EXPTE-19775-DECLARACION-de-interes-las-actividades-por-el-dia-mundial-del-emprendimiento.pdf,crear,,verificado_fuente_y_pdf_oficial
19795,2026-04-08,3ª Reunión | 3ª Sesión Ordinaria,Declaración,De interés el centenario de la imposición del nombre a la ciudad de “Gobernador Ing. Valentín Virasoro”.,Centenario de la denominación de Gobernador Virasoro,"Declara de interés legislativo centenario de la denominación de Gobernador Virasoro. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,True,P-0050,EXP-19795,True,False,https://hcdcorrientes.gov.ar/expedientes/19795/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19795.pdf,EXPTE-19795-DECLARACION-de-interes-el-centenario-de-la-imposicion-del-nombre-a-la-ciudad-de-go.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19820,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,De interés el 68º aniversario de la creación de LT7 Radio Provincia de Corrientes.,68º aniversario de LT7 Radio Provincia de Corrientes,"Declara de interés legislativo 68º aniversario de LT7 Radio Provincia de Corrientes. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19820,False,False,https://hcdcorrientes.gov.ar/expedientes/19820/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19820.pdf,EXPTE-19820-DECLARACION-de-interes-el-68-aniversario-de-la-creacion-de-lt7-radio-provincia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
19821,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,De interés el 13º aniversario de la creación del Municipio de San Isidro.,13º aniversario del Municipio de San Isidro,"Declara de interés legislativo 13º aniversario del Municipio de San Isidro. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19821,False,False,https://hcdcorrientes.gov.ar/expedientes/19821/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19821.pdf,EXPTE-19821-DECLARACION-de-interes-el-13-aniversario-de-la-creacion-del-municipio-de-san-isidr.pdf,crear,,verificado_fuente_y_pdf_oficial
19822,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,De interés las actividades por el Día Mundial del Libro y del Derecho de Autor.,Día Mundial del Libro y del Derecho de Autor,"Declara de interés legislativo día Mundial del Libro y del Derecho de Autor. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19822,False,False,https://hcdcorrientes.gov.ar/expedientes/19822/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19822.pdf,EXPTE-19822-DECLARACION-de-interes-las-actividades-por-el-dia-mundial-del-libro-y-del-derecho.pdf,crear,,verificado_fuente_y_pdf_oficial
19833,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,"De interés el trabajo final de la carrera de Ingeniería Civil de la Universidad Nacional del Nordeste, titulado “Rehabilitación y mejoras de seguridad de la RP Nº 27, tramo: Santa Lucía – Goya”, elaborado por los ingenieros Alan Billordo Ciocchi, Ángel José Cuzziol y Ariana Rey.",Estudio para mejorar la seguridad de la Ruta Provincial 27,"Declara de interés legislativo estudio para mejorar la seguridad de la Ruta Provincial 27. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Infraestructura,coautoria,Gonzalo,Presentado,Aprobado,True,P-0053,EXP-19833,True,True,https://hcdcorrientes.gov.ar/expedientes/19833/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19833.pdf,EXPTE-19833-DECLARACION-de-interes-el-trabajo-final-de-la-carrera-de-ingenieria-civil-de-la-un.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19834,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,"De interés el Proyecto Cultural “Mendoza”, revista mensual dedicada a la difusión del patrimonio histórico, literario y cultural de la provincia de Corrientes.",Proyecto Cultural Mendoza,"Declara de interés legislativo proyecto Cultural Mendoza. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,coautoria,Gonzalo,Presentado,Aprobado,True,P-0059,EXP-19834,True,False,https://hcdcorrientes.gov.ar/expedientes/19834/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19834.pdf,EXPTE-19834-DECLARACION-de-interes-el-proyecto-cultural-mendoza-revista-mensual-dedicada-a-la.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19835,2026-04-15,4ª Reunión | 4ª Sesión Ordinaria,Declaración,"De profundo pesar por el fallecimiento del veterano de la Guerra de Malvinas, Roque Zabala, vecino de la ciudad de Goya.",Homenaje al veterano de Malvinas Roque Zabala,"Declara de interés legislativo homenaje al veterano de Malvinas Roque Zabala. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Derechos Humanos,coautoria,Gonzalo,Presentado,Aprobado,True,P-0061,EXP-19835,True,True,https://hcdcorrientes.gov.ar/expedientes/19835/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19835.pdf,EXPTE-19835-DECLARACION-de-profundo-pesar-por-el-fallecimiento-del-veterano-de-la-guerra-de-ma.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19866,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés los actos y homenajes que se realicen por el Día Internacional del Trabajador.,Día Internacional del Trabajador,"Declara de interés legislativo día Internacional del Trabajador. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Trabajo,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19866,False,False,https://hcdcorrientes.gov.ar/expedientes/19866/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19866.pdf,EXPTE-19866-DECLARACION-de-interes-los-actos-y-homenajes-que-se-realicen-por-el-dia-internacio.pdf,crear,,verificado_fuente_y_pdf_oficial
19867,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés las actividades a realizarse en el marco del Día Internacional contra el Bullying o acoso escolar.,Día Internacional contra el Bullying,"Declara de interés legislativo día Internacional contra el Bullying. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Niñez y Adolescencia,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19867,False,False,https://hcdcorrientes.gov.ar/expedientes/19867/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19867.pdf,EXPTE-19867-DECLARACION-de-interes-las-actividades-a-realizarse-en-el-marco-del-dia-internacio.pdf,crear,,verificado_fuente_y_pdf_oficial
19868,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés la conmemoración del 66º aniversario de la fundación del Diario “El Litoral”.,66º aniversario del diario El Litoral,"Declara de interés legislativo 66º aniversario del diario El Litoral. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19868,False,False,https://hcdcorrientes.gov.ar/expedientes/19868/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19868.pdf,EXPTE-19868-DECLARACION-de-interes-la-conmemoracion-del-66-aniversario-de-la-fundacion-del-dia.pdf,crear,,verificado_fuente_y_pdf_oficial
19882,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,"De profundo pesar por el fallecimiento del Dr. Ernesto Walter Grosse y reconocimiento a su destacada trayectoria y valiosos aportes a la cultura, la educación y la historia de la ciudad de Goya.",Homenaje póstumo al doctor Ernesto Walter Grosse,"Declara de interés legislativo homenaje póstumo al doctor Ernesto Walter Grosse. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,coautoria,Gonzalo,Presentado,Aprobado,True,P-0064,EXP-19882,True,False,https://hcdcorrientes.gov.ar/expedientes/19882/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19882.pdf,EXPTE-19882-DECLARACION-de-profundo-pesar-por-el-fallecimiento-del-dr-ernesto-walter-grosse-y.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19897,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés el 60º aniversario de la Escuela Nº 202 “José Luis Navajas” de Gobernador Ingeniero Valentín Virasoro.,60º aniversario de la Escuela Nº 202 de Gobernador Virasoro,"Declara de interés legislativo 60º aniversario de la Escuela Nº 202 de Gobernador Virasoro. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19897,False,False,https://hcdcorrientes.gov.ar/expedientes/19897/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19897.pdf,EXPTE-19897-DECLARACION-de-interes-el-60-aniversario-de-la-escuela-n-202-jose-luis-navajas-de.pdf,crear,,verificado_fuente_y_pdf_oficial
19899,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés las actividades por el Día del Trabajador Gráfico.,Día del Trabajador Gráfico,"Declara de interés legislativo día del Trabajador Gráfico. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Trabajo,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19899,False,False,https://hcdcorrientes.gov.ar/expedientes/19899/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19899.pdf,EXPTE-19899-DECLARACION-de-interes-las-actividades-por-el-dia-del-trabajador-grafico.pdf,crear,,verificado_fuente_y_pdf_oficial
19900,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés las actividades por el Día Mundial de la Comunicación Social.,Día Mundial de la Comunicación Social,"Declara de interés legislativo día Mundial de la Comunicación Social. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19900,False,False,https://hcdcorrientes.gov.ar/expedientes/19900/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19900.pdf,EXPTE-19900-DECLARACION-de-interes-las-actividades-por-el-dia-mundial-de-la-comunicacion-socia.pdf,crear,,verificado_fuente_y_pdf_oficial
19901,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,"De interés el aniversario de la fundación de la localidad de Bonpland, que se celebra el 11 de mayo del corriente año.",Aniversario de la localidad de Bonpland,"Declara de interés legislativo aniversario de la localidad de Bonpland. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19901,False,False,https://hcdcorrientes.gov.ar/expedientes/19901/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19901.pdf,EXPTE-19901-DECLARACION-de-interes-el-aniversario-de-la-fundacion-de-la-localidad-de-bonpland.pdf,crear,,verificado_fuente_y_pdf_oficial
19903,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés las actividades a realizarse por el Día Internacional de la Enfermería.,Día Internacional de la Enfermería,"Declara de interés legislativo día Internacional de la Enfermería. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19903,False,False,https://hcdcorrientes.gov.ar/expedientes/19903/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19903.pdf,EXPTE-19903-DECLARACION-de-interes-las-actividades-a-realizarse-por-el-dia-internacional-de-la.pdf,crear,,verificado_fuente_y_pdf_oficial
19904,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Declaración,De interés las actividades a realizarse por el Día Internacional de la Cruz Roja y Media Luna Roja.,Día Internacional de la Cruz Roja y Media Luna Roja,"Declara de interés legislativo día Internacional de la Cruz Roja y Media Luna Roja. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19904,False,False,https://hcdcorrientes.gov.ar/expedientes/19904/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19904.pdf,EXPTE-19904-DECLARACION-de-interes-las-actividades-a-realizarse-por-el-dia-internacional-de-la.pdf,crear,,verificado_fuente_y_pdf_oficial
19933,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración al Día del Trabajador Sanitarista.,Día del Trabajador Sanitarista,"Declara de interés legislativo día del Trabajador Sanitarista. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Trabajo,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19933,False,False,https://hcdcorrientes.gov.ar/expedientes/19933/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19933.pdf,EXPTE-19933-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-al-dia-del.pdf,crear,,verificado_fuente_y_pdf_oficial
19935,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración al Día de la Escarapela.,Día de la Escarapela,"Declara de interés legislativo día de la Escarapela. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19935,False,False,https://hcdcorrientes.gov.ar/expedientes/19935/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19935.pdf,EXPTE-19935-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-al-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
19936,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración al Día Nacional del Docente Universitario.,Día Nacional del Docente Universitario,"Declara de interés legislativo día Nacional del Docente Universitario. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19936,False,False,https://hcdcorrientes.gov.ar/expedientes/19936/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19936.pdf,EXPTE-19936-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-al-dia-nac.pdf,crear,,verificado_fuente_y_pdf_oficial
19963,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Declaración,De interés los actos y homenajes que se realicen en conmemoración del 216º aniversario de la Revolución de Mayo y Primer Gobierno Patrio.,216º aniversario de la Revolución de Mayo y Primer Gobierno Patrio,"Declara de interés legislativo 216º aniversario de la Revolución de Mayo y Primer Gobierno Patrio. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19963,False,False,https://hcdcorrientes.gov.ar/expedientes/19963/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19963-1.pdf,EXPTE-19963-DECLARACION-de-interes-los-actos-y-homenajes-que-se-realicen-en-conmemoracion-del.pdf,crear,,verificado_fuente_y_pdf_oficial
19964,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Declaración,De interés el 139º aniversario de la fundación de la localidad de Pueblo Libertador.,139º aniversario de Pueblo Libertador,"Declara de interés legislativo 139º aniversario de Pueblo Libertador. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19964,False,False,https://hcdcorrientes.gov.ar/expedientes/19964/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19964.pdf,EXPTE-19964-DECLARACION-de-interes-el-139-aniversario-de-la-fundacion-de-la-localidad-de-puebl.pdf,crear,,verificado_fuente_y_pdf_oficial
